"cultivation"	"trial"	"sampleID"	"aliquotID"	"cultivar"	"subspecies_id"	"treatment"	"trost_valdis"
"730"	"shelter"	"JKI Shelter 2014"	922596	1572539	"AxR"	899569	"drought stress"	"valdis"
"731"	"shelter"	"JKI Shelter 2014"	922597	1572543	"AxR"	899580	"drought stress"	"valdis"
"732"	"shelter"	"JKI Shelter 2014"	922598	1572547	"AxR"	899581	"drought stress"	"valdis"
"733"	"shelter"	"JKI Shelter 2014"	922599	1572551	"AxR"	899584	"drought stress"	"valdis"
"734"	"shelter"	"JKI Shelter 2014"	922600	1572555	"AxR"	899585	"drought stress"	"valdis"
"735"	"shelter"	"JKI Shelter 2014"	922601	1572559	"AxR"	899586	"drought stress"	"valdis"
"736"	"shelter"	"JKI Shelter 2014"	922602	1572563	"AxR"	899588	"drought stress"	"valdis"
"737"	"shelter"	"JKI Shelter 2014"	922603	1572567	"AxR"	899589	"drought stress"	"valdis"
"738"	"shelter"	"JKI Shelter 2014"	922604	1572571	"AxR"	899592	"drought stress"	"valdis"
"739"	"shelter"	"JKI Shelter 2014"	922605	1572575	"AxR"	899596	"drought stress"	"valdis"
"740"	"shelter"	"JKI Shelter 2014"	922606	1572579	"AxR"	899602	"drought stress"	"valdis"
"741"	"shelter"	"JKI Shelter 2014"	922607	1572583	"AxR"	899603	"drought stress"	"valdis"
"742"	"shelter"	"JKI Shelter 2014"	922608	1572587	"AxR"	899604	"drought stress"	"valdis"
"743"	"shelter"	"JKI Shelter 2014"	922609	1572591	"AxR"	899606	"drought stress"	"valdis"
"744"	"shelter"	"JKI Shelter 2014"	922610	1572595	"AxR"	899607	"drought stress"	"valdis"
"745"	"shelter"	"JKI Shelter 2014"	922611	1572599	"AxR"	899612	"drought stress"	"valdis"
"746"	"shelter"	"JKI Shelter 2014"	922612	1572603	"AxR"	899620	"drought stress"	"valdis"
"747"	"shelter"	"JKI Shelter 2014"	922613	1572607	"AxR"	899624	"drought stress"	"valdis"
"748"	"shelter"	"JKI Shelter 2014"	922614	1572611	"AxR"	899626	"drought stress"	"valdis"
"749"	"shelter"	"JKI Shelter 2014"	922615	1572615	"AxR"	899627	"drought stress"	"valdis"
"750"	"shelter"	"JKI Shelter 2014"	922616	1572619	"AxR"	899628	"drought stress"	"valdis"
"751"	"shelter"	"JKI Shelter 2014"	922617	1572623	"AxR"	899629	"drought stress"	"valdis"
"752"	"shelter"	"JKI Shelter 2014"	922618	1572627	"AxR"	899631	"drought stress"	"valdis"
"753"	"shelter"	"JKI Shelter 2014"	922619	1572631	"AxR"	899633	"drought stress"	"valdis"
"754"	"shelter"	"JKI Shelter 2014"	922620	1572635	"AxR"	899639	"drought stress"	"valdis"
"755"	"shelter"	"JKI Shelter 2014"	922621	1572639	"AxR"	899646	"drought stress"	"valdis"
"756"	"shelter"	"JKI Shelter 2014"	922622	1572643	"AxR"	899647	"drought stress"	"valdis"
"757"	"shelter"	"JKI Shelter 2014"	922623	1572647	"AxR"	899648	"drought stress"	"valdis"
"758"	"shelter"	"JKI Shelter 2014"	922624	1572651	"AxR"	899651	"drought stress"	"valdis"
"759"	"shelter"	"JKI Shelter 2014"	922625	1572655	"AxR"	899654	"drought stress"	"valdis"
"760"	"shelter"	"JKI Shelter 2014"	922626	1572659	"AxR"	899659	"drought stress"	"valdis"
"761"	"shelter"	"JKI Shelter 2014"	922627	1572663	"AxR"	899660	"drought stress"	"valdis"
"762"	"shelter"	"JKI Shelter 2014"	922628	1572667	"AxR"	899662	"drought stress"	"valdis"
"763"	"shelter"	"JKI Shelter 2014"	922629	1572671	"AxR"	899663	"drought stress"	"valdis"
"764"	"shelter"	"JKI Shelter 2014"	922630	1572675	"AxR"	899664	"drought stress"	"valdis"
"765"	"shelter"	"JKI Shelter 2014"	922631	1572679	"AxR"	899665	"drought stress"	"valdis"
"766"	"shelter"	"JKI Shelter 2014"	922632	1572683	"AxR"	899670	"drought stress"	"valdis"
"767"	"shelter"	"JKI Shelter 2014"	922633	1572687	"AxR"	899671	"drought stress"	"valdis"
"768"	"shelter"	"JKI Shelter 2014"	922634	1572691	"AxR"	899679	"drought stress"	"valdis"
"769"	"shelter"	"JKI Shelter 2014"	922635	1572695	"AxR"	899692	"drought stress"	"valdis"
"770"	"shelter"	"JKI Shelter 2014"	922636	1572699	"AxR"	899693	"drought stress"	"valdis"
"771"	"shelter"	"JKI Shelter 2014"	922637	1572703	"AxR"	899694	"drought stress"	"valdis"
"772"	"shelter"	"JKI Shelter 2014"	922638	1572707	"AxR"	899697	"drought stress"	"valdis"
"773"	"shelter"	"JKI Shelter 2014"	922639	1572711	"AxR"	899698	"drought stress"	"valdis"
"774"	"shelter"	"JKI Shelter 2014"	922640	1572715	"AxR"	899704	"drought stress"	"valdis"
"775"	"shelter"	"JKI Shelter 2014"	922641	1572719	"AxR"	899708	"drought stress"	"valdis"
"776"	"shelter"	"JKI Shelter 2014"	922642	1572723	"AxR"	899710	"drought stress"	"valdis"
"777"	"shelter"	"JKI Shelter 2014"	922643	1572727	"AxR"	899712	"drought stress"	"valdis"
"778"	"shelter"	"JKI Shelter 2014"	922644	1572731	"AxR"	899717	"drought stress"	"valdis"
"779"	"shelter"	"JKI Shelter 2014"	922645	1572735	"AxR"	899719	"drought stress"	"valdis"
"780"	"shelter"	"JKI Shelter 2014"	922646	1572739	"AxR"	899721	"drought stress"	"valdis"
"781"	"shelter"	"JKI Shelter 2014"	922647	1572743	"AxR"	899723	"drought stress"	"valdis"
"782"	"shelter"	"JKI Shelter 2014"	922648	1572747	"AxR"	899724	"drought stress"	"valdis"
"783"	"shelter"	"JKI Shelter 2014"	922649	1572751	"AxR"	899730	"drought stress"	"valdis"
"784"	"shelter"	"JKI Shelter 2014"	922650	1572755	"AxR"	899731	"drought stress"	"valdis"
"785"	"shelter"	"JKI Shelter 2014"	922651	1572759	"AxR"	899732	"drought stress"	"valdis"
"786"	"shelter"	"JKI Shelter 2014"	922652	1572763	"AxR"	899734	"drought stress"	"valdis"
"787"	"shelter"	"JKI Shelter 2014"	922653	1572767	"AxR"	899742	"drought stress"	"valdis"
"788"	"shelter"	"JKI Shelter 2014"	922654	1572771	"AxR"	899743	"drought stress"	"valdis"
"789"	"shelter"	"JKI Shelter 2014"	922655	1572775	"AxR"	899745	"drought stress"	"valdis"
"790"	"shelter"	"JKI Shelter 2014"	922656	1572779	"AxR"	899747	"drought stress"	"valdis"
"791"	"shelter"	"JKI Shelter 2014"	922657	1572783	"AxR"	899748	"drought stress"	"valdis"
"792"	"shelter"	"JKI Shelter 2014"	922658	1572787	"AxR"	899751	"drought stress"	"valdis"
"793"	"shelter"	"JKI Shelter 2014"	922659	1572791	"AxR"	899754	"drought stress"	"valdis"
"794"	"shelter"	"JKI Shelter 2014"	922660	1572795	"AxR"	899756	"drought stress"	"valdis"
"795"	"shelter"	"JKI Shelter 2014"	922661	1572799	"AxR"	899759	"drought stress"	"valdis"
"796"	"shelter"	"JKI Shelter 2014"	922662	1572803	"AxR"	899761	"drought stress"	"valdis"
"797"	"shelter"	"JKI Shelter 2014"	922663	1572807	"AxR"	899762	"drought stress"	"valdis"
"798"	"shelter"	"JKI Shelter 2014"	922664	1572811	"Albatros"	866296	"control"	"valdis"
"799"	"shelter"	"JKI Shelter 2014"	922665	1572815	"Euroresa"	869004	"control"	"valdis"
"800"	"shelter"	"JKI Shelter 2014"	922666	1572819	"Ramses"	858641	"control"	"valdis"
"801"	"shelter"	"JKI Shelter 2014"	922667	1572823	"Albatros"	866296	"drought stress"	"valdis"
"802"	"shelter"	"JKI Shelter 2014"	922668	1572827	"Euroresa"	869004	"drought stress"	"valdis"
"803"	"shelter"	"JKI Shelter 2014"	922669	1572831	"Ramses"	858641	"drought stress"	"valdis"
